Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2016","2016","ha","190","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0116","Rye","2016","2016","100 g/ha","32689","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2016","2016","t","621.97","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2017","2017","ha","189","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0116","Rye","2017","2017","100 g/ha","33338","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2017","2017","t","628.57","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0116","Rye","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0116","Rye","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0114","Sorghum","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0114","Sorghum","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0114","Sorghum","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0114","Sorghum","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0114","Sorghum","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0114","Sorghum","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0114","Sorghum","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0114","Sorghum","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0114","Sorghum","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0114","Sorghum","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01344.01","Sour cherries","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01344.01","Sour cherries","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1965","1965","t","198","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1969","1969","t","198","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1973","1973","t","54","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1974","1974","t","54","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1975","1975","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1976","1976","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1977","1977","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1978","1978","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1979","1979","t","180","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1980","1980","t","522","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1981","1981","t","756","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1982","1982","t","1260","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1983","1983","t","990","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1984","1984","t","504","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1985","1985","t","738","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1986","1986","t","1098","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1987","1987","t","378","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1988","1988","t","1980","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1989","1989","t","1764","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1990","1990","t","2268","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1991","1991","t","3546","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1992","1992","t","3816","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1993","1993","t","4680","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1994","1994","t","3438","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1995","1995","t","2844","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1996","1996","t","4392","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1997","1997","t","6894","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1998","1998","t","5544","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","1999","1999","t","4500","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2000","2000","t","5634","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2001","2001","t","4032","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2002","2002","t","4032","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2003","2003","t","7344","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2004","2004","t","2232","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2005","2005","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2006","2006","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2007","2007","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2008","2008","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2009","2009","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2010","2010","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2011","2011","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2012","2012","t","792","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2013","2013","t","2300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2014","2014","t","1900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2015","2015","t","2100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2016","2016","t","4100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2017","2017","t","8400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2018","2018","t","8200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2019","2019","t","3600","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2020","2020","t","900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2161","Soya bean oil","2021","2021","t","2300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0141","Soya beans","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0141","Soya beans","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0141","Soya beans","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0141","Soya beans","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0141","Soya beans","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1990","1990","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1990","1990","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1991","1991","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1991","1991","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1992","1992","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1992","1992","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1993","1993","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1993","1993","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1994","1994","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1994","1994","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1995","1995","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1995","1995","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1996","1996","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1996","1996","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1997","1997","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1997","1997","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1998","1998","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1998","1998","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","1999","1999","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","1999","1999","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2000","2000","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2000","2000","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2001","2001","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2001","2001","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2002","2002","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2002","2002","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2003","2003","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2003","2003","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2004","2004","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2004","2004","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2005","2005","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2005","2005","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2006","2006","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2006","2006","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2007","2007","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2007","2007","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2008","2008","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2008","2008","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2009","2009","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2009","2009","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2010","2010","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2010","2010","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2011","2011","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2011","2011","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2012","2012","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2012","2012","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2013","2013","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2013","2013","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2014","2014","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2014","2014","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2015","2015","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2015","2015","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2016","2016","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2016","2016","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2017","2017","ha","282","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2017","2017","100 g/ha","75000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2017","2017","t","2115","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2018","2018","ha","230","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2018","2018","100 g/ha","150870","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2018","2018","t","3470","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2019","2019","ha","230","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2019","2019","100 g/ha","163913","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2019","2019","t","3770","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2020","2020","ha","230","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2020","2020","100 g/ha","163913","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2020","2020","t","3770","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2021","2021","ha","250","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2021","2021","100 g/ha","161200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2021","2021","t","4030","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01215","Spinach","2022","2022","ha","250","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01215","Spinach","2022","2022","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01215","Spinach","2022","2022","t","2500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1961","1961","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1961","1961","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1961","1961","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1962","1962","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1962","1962","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1962","1962","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1963","1963","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1963","1963","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1963","1963","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1964","1964","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1964","1964","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1964","1964","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1965","1965","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1965","1965","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1965","1965","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1966","1966","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1966","1966","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1966","1966","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1967","1967","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1967","1967","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1967","1967","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1968","1968","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1968","1968","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1968","1968","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1969","1969","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1969","1969","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1969","1969","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1970","1970","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1970","1970","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1970","1970","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1971","1971","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1971","1971","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1971","1971","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1972","1972","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1972","1972","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1972","1972","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1973","1973","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1973","1973","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1973","1973","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1974","1974","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1974","1974","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1974","1974","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1975","1975","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1975","1975","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1975","1975","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1976","1976","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1976","1976","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1976","1976","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1977","1977","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1977","1977","100 g/ha","57143","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1977","1977","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1978","1978","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1978","1978","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1978","1978","t","4200","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1979","1979","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1979","1979","100 g/ha","71429","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1979","1979","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01354","Strawberries","1980","1980","ha","700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01354","Strawberries","1980","1980","100 g/ha","84286","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01354","Strawberries","1980","1980","t","5900","A","Official figure",""
